Words,Rank,Frequency
The director Zhang Yimou honors the unlikely affinity between himself and Joel and Ethan Coen with a remake of their movie “Blood Simple.”,252,1
Behind scenes at TV soap. Game cast but the fun winds down.,253,1
A police informant. Not reviewed by us.,254,1
"The bright moments hold, from Broadway, ditto Loesser's score. But the seams show.",255,1
"The 12 little girls from Ludwig Bemelmans's &quot;Madeline&quot; stories are still in straight lines, but for the screen they've been taught to lisp. A picture-book prettiness pervades this too terribly sweet tale drawn from four Bemelmans books. Frances McDormand contributes her usually adept performance as Miss Clavel, and a production team not known for treacle has given the film a spare visual sophistication. Otherwise it is best watched by viewers who approach the material in a state of pre-adoration.",256,1
“Ek Main aur Ekk Tu” is a Bollywood comedy about an uptight architect and a free-spirited hairstylist trying to make it in Las Vegas.,257,1
"Bank robber with a conscience. Deft touches, but generally tame and standard.",258,1
"Polish workers on secret job in London. Original, captivating drama.",259,1
"“Taking Woodstock” is a gentle, meandering celebration of personal liberation at a moment when rigid social barriers were becoming more permeable.",260,1
Spare yourself. Dreadful.,261,1
"In “Going the Distance,” Drew Barrymore and Justin Long are young lovers struggling through a cross-country romance.",262,1
"The sardonic, poorly acted rock and roll comedy, about a young musician trying desperately to retrieve a stolen synthesizer, is the cinematic equivalent of a cheesy riff on  a $50 electronic keyboard. The search becomes a surreal, fragmentary tour of the lower  echelons of the Los Angeles music scene. The title takes its name from a classified paper  for musicians buying and selling instruments. &#151; Stephen Holden",263,1
Low-grade gangster.,264,1
"The Lunchbox,” by Ritesh Batra, puts Old Hollywood style in a Mumbai that has escaped the cyber world.",265,1
"Hypnosis makes man clairvoyant. Good, spooky start, then run-of-the-mill.",266,1
"High school murders, demons and Druids. Cheap.",267,1
A Russian prince tries to start anew by marrying a servant who saved his life.,268,1
"Composers Salieri and Mozart, via Broadway. Richly evocative eyeful and earful.",269,1
"The musicians Carrie Brownstein and James Mercer star in “Some Days Are Better Than Others,” as young people fighting losing battles against isolation.",270,1
Fix-it angel helping a teenager. Routine.,271,1
"“Vantage Point,” a gimmick in search of a point, is nothing if not, er, timely.",272,1
"“How Sweet It Is,” an ode to the healing powers of musical theater, centers on a washed-up, alcoholic Broadway producer and a Mafia don to whom he owes money.",273,1
"British writer subs for dissolute M.P. lookalike. Rounded, well produced drama. Charming antique.",274,1
New York bachelor meets mermaid. Sweet and sassy caper.,275,1
"Journalist fights corruption, and not bad.",276,1
Ohio high school dance group in New York competiton. Some fine footwork.,277,1
Another Ingmar Bergman special.,278,1
"“42,” Brian Helgeland’s new film about Jackie Robinson, is blunt, simple and sentimental, using time-tested methods to teach a clear and rousing lesson.",279,1
"Remote weather-post Navy men and natives vs. the Japanese. Flavorsome, amusingly slapdash adventure.",280,1
Senile widow drives son to brink of murder. Obvious but often hilarious satire.,281,1
Strange homespun miracles in Little Italy. Offbeat and intriguing.,282,1
Nothing special.,283,1
"“Seven Pounds” may be among the most transcendently, eye-poppingly, crazily awful motion pictures ever made.",284,1
"Champion Irish setter, hurt and out of the running. Cloying story is no winner either.",285,1
"Bland meets bold in “The Overnight,” a comedy that coyly dips its toe and a few other body parts in the new sexual revolution.",286,1
"Good, ornate adult ribaldry.",287,1
"Keira Knightley tries to dodge adult life in &#8220;Laggies,&#8221; Lynn Shelton&#8217;s hybrid of coming-of-age story and romantic comedy.",288,1
"In this clanking, overheated stunt of a movie, Colin Farrell is Stu Shepard, a scruffy young New York publicist trapped by an unseen sniper inside  the last enclosed phone booth to stand on the streets of Midtown Manhattan. The sniper, who calls Stu on the phone and issues instructions that have to be followed to the letter (or else!), is a sneering omniscient moralist who coerces his victim into breaking down and confessing his sins, which turn out to be quite petty. (He hasn't even cheated on his wife yet, although he wants to.) Rahda Mitchell is Stu's pretty blond wife, Katie Holmes his  prospective girlfriend, Forest Whitaker, the police captain who tries coax him out of the  booth, and Kiefer Sutherland the sniper's telephone voice. The movie is bogus on every level. — Stephen Holden",289,1
"The good old 20's, with music. Saucy and delightful, until that bruising finale.",290,1
A hard-charging chef in Sydney who is raising his 8-year-old son is alienating people left and right — then a car accident changes things.,291,1
Amy Nicholson’s “Zipper” recounts the contraction and conversion of Coney Island through various voices.,292,1
"Frenchwomen's friendship. Soulful, moving and beautifully acted.",293,1
The hard-boiled protagonist of Kamal Ahmed&#8217;s movie works for a mob boss and writes Mickey Spillane-style stories that he knows are more fact than fiction.,294,1
Christian Vincent’s “Haute Cuisine” recounts the tenure of a private chef to President François Mitterrand.,295,1
"All you really need to know about this sequel to the 1996 smash hit is that it took multiple men to cook up this pottage, which hinges on humanity battling aliens.",296,1
"Those of us looking for the opportunity to compare a Martin Lawrence turn to a Robert Redford performance based on the same character &#151; Donald E. Westlake's determined bad guy John Dortmunder &#151; still have a while to wait. In the new film adaptation of the author's &quot;What's the Worst That Could Happen?,&quot; Mr. Westlake's skillful but hapless Dortmunder, portrayed by Mr. Redford in 1972 in &quot;The Hot Rock,&quot; is transformed into the latest of Mr. Lawrence's bungling, bling-blinging protagonists. This time, Mr. Lawrence is a professional thief who becomes obsessed with Danny DeVito, a white-collar criminal. The picture turns into a cobweb of tricky spins and twists that seems like a hip-hop of version of &quot;Ruthless People,&quot; with everyone falling back on his specialty. With its set of cliches, the movie is a dreary walk down comedy's memory lane. Mr. Lawrence has added to his delivery a layer of dry ice that almost freezes the others out entirely. Fortunately, his cool can't insulate him from Bernie Mac, who plays his fence, Uncle Jack, as if he already owns the picture and is scouting for the best price he can get. But if Uncle Jack bursts onto the screen, it's William Fichtner's rococo turn that's hard to watch and take your eyes off. He saunters in on a cloud of proud but indeterminate sexuality, with hair made of lemon spun sugar. &#151; Elvis Mitchell",297,1
"Of all the odd couples who inhabit film, surely among the most endearing are Jennifer and Randall, the lost souls and repressed good hearts at the sweet, sentimental center of Christine Lahti's life-affirming film. As Jennifer and Randall, Leelee Sobieski and Albert Brooks, especially Mr. Brooks, deliver outstanding performances in the first feature film to be directed by Ms. Lahti. Jennifer is 17, a black-clad, metal-pierced, acid-tongued, death-obsessed, tattoo-inked, self-mutilating yet poetically inclined cactus of an outsider. Randall is 49 and couldn't seem more different. Neatly dressed, orderly, long divorced, he runs a Brooks Brothers-like men's clothing store in an expansive Los Angeles shopping mall. Before the end, Jennifer and Randall are going to become the best of friends. - Lawrence Van Gelder",298,1
"French-Algerian conflict, 1954-62. Graphic, powerful docudrama.",299,1
Sci-fi horror in Brooklyn housing project. Authentically strange.,300,1
Friend defends decorated Marine on trial for botched rescue mission. JAG-like and spark free.,301,1
Audrey Pott committed suicide. Daisy Coleman spoke out against the legal system. This documentary tells their stories.,302,1
Tot leads a bunch of Runyon knockabouts. Raffish and flavorsome.,303,1
Auld Lang Syne with lumps.,304,1
Dapper Caribbean vampire seeks American bride. A real Wes Craven nightmare.,305,1
